,Time,Turnover_40,Turnover_2,Turnover_51,Turnover_6,Turnover_83,Turnover_58,Turnover_7,Turnover_90,Turnover_50,Turnover_91,Turnover_56,Turnover_13,Turnover_87,Turnover_32,Turnover_93,Turnover_96,Turnover_81,Turnover_79,Turnover_95
40,41,0.2864303616183316,0.0,1.0,0.0,1.550387596899225,0.9324009324009324,0.25806451612903225,1.5544041450777202,0.9708737864077669,0.7220216606498195,0.0,0.0,0.0,2.0408163265306123,0.0,0.0,0.0,0.0,0.0
41,42,0.5704099821746881,0.3021148036253776,0.0,0.0,0.5141388174807198,0.4662004662004662,0.2554278416347382,1.5544041450777202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,43,0.8537886872998933,1.4858841010401187,0.975609756097561,0.0,0.5089058524173028,0.46403712296983757,0.7594936708860759,1.0282776349614395,0.0,1.4492753623188406,0.0,0.0,0.0,2.0618556701030926,2.547770700636943,0.0,3.896103896103896,0.0,0.0
43,44,0.5655708731000354,0.0,0.975609756097561,0.0,0.5063291139240507,1.8691588785046727,1.7721518987341773,0.5037783375314862,0.0,0.0,1.4388489208633095,0.0,0.0,0.0,0.0,0.3284072249589491,0.0,1.257861635220126,0.0
44,45,0.8465608465608466,0.2932551319648094,0.9852216748768473,0.0,1.0230179028132993,0.4716981132075472,0.7643312101910829,0.49627791563275436,0.0,0.0,0.0,1.1904761904761905,0.0,0.0,0.0,0.0,0.0,1.2738853503184715,0.0
45,46,0.5647723261560184,0.2915451895043732,1.9900497512437811,1.1235955056179776,0.5141388174807198,0.9478672985781991,0.25380710659898476,1.9704433497536946,0.9389671361502347,0.0,0.0,0.0,0.0,0.0,2.6490066225165565,0.0,1.2269938650306749,1.2903225806451613,0.0
46,47,1.9169329073482428,0.5822416302765648,0.0,1.1494252873563218,1.0256410256410255,1.9002375296912115,0.0,0.9876543209876543,0.9478672985781991,0.0,2.9629629629629632,1.1976047904191618,0.0,0.0,0.0,0.0,1.2195121951219512,0.0,0.0
47,48,1.4973262032085561,1.7518248175182483,0.975609756097561,2.3952095808383236,0.5102040816326531,1.4251781472684086,0.7594936708860759,0.9900990099009901,1.9230769230769231,0.0,3.007518796992481,0.0,0.0,0.0,0.0,0.0,0.0,1.282051282051282,0.0
48,49,1.8658055256548258,2.0408163265306123,1.9417475728155338,0.0,2.0202020202020203,1.9184652278177456,0.25125628140703515,0.4889975550122249,0.0,0.0,0.0,0.0,1.0050251256281406,0.0,2.666666666666667,0.3225806451612903,0.0,0.0,1.9801980198019802
49,50,1.5228426395939088,1.4534883720930232,0.0,0.0,1.0050251256281406,0.48426150121065376,1.488833746898263,2.4271844660194173,0.9569377990430622,0.0,1.4814814814814816,2.3255813953488373,1.0050251256281406,0.0,4.054054054054054,0.32310177705977383,0.0,0.0,0.0
50,51,0.7256894049346879,0.5805515239477503,0.0,1.2195121951219512,0.49504950495049505,0.48426150121065376,0.0,0.0,0.0,0.0,1.4492753623188406,0.0,1.0101010101010102,0.0,0.0,0.32310177705977383,0.0,1.2738853503184715,0.0
51,52,0.4311893639956881,0.29027576197387517,0.0,0.0,0.48661800486618007,0.0,0.24183796856106407,0.4728132387706856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3952095808383236,0.0,0.0
52,53,0.4256828662646328,0.5805515239477503,0.0,1.2195121951219512,0.9685230024213075,1.4354066985645932,0.24067388688327318,1.8561484918793503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.641025641025641,0.0,0.0,0.0
53,54,0.2820874471086037,0.0,0.0,1.2121212121212122,0.0,0.4784688995215311,0.48134777376654636,0.9216589861751152,0.0,0.0,0.0,0.0,0.0,0.0,1.3245033112582782,0.0,0.0,0.0,1.8018018018018018
54,55,0.77111812127585,1.1379800853485065,0.9345794392523363,0.0,0.0,1.4423076923076923,0.9592326139088728,1.3793103448275863,0.9302325581395349,0.6968641114982579,0.0,0.0,0.9708737864077669,0.0,1.3333333333333335,0.3184713375796179,0.0,0.0,0.0
55,56,0.8347826086956521,0.8534850640113799,0.0,1.2195121951219512,0.0,0.4807692307692308,0.7159904534606205,1.834862385321101,0.0,1.3986013986013985,0.0,0.0,1.9417475728155338,0.0,1.3333333333333335,0.0,0.0,0.0,0.0
56,57,0.6237006237006237,0.5673758865248227,0.9174311926605505,1.2422360248447204,0.0,0.0,0.9546539379474941,1.839080459770115,0.0,0.0,1.4285714285714286,0.0,0.9852216748768473,3.278688524590164,1.3333333333333335,0.3134796238244514,1.1904761904761905,0.0,0.0
57,58,0.41422160856057993,1.41643059490085,0.0,1.25,0.0,0.9302325581395349,0.2380952380952381,0.45977011494252873,0.0,0.0,0.0,0.0,0.0,0.0,1.342281879194631,0.30816640986132515,0.0,0.0,0.0
58,59,1.5894955079474777,1.4265335235378032,0.0,0.0,0.9411764705882352,0.0,0.9501187648456058,0.4576659038901602,1.8018018018018018,0.0,0.0,2.2346368715083798,0.0,0.0,0.0,0.3053435114503817,1.2048192771084338,0.0,0.0
59,60,1.4603616133518775,1.1494252873563218,0.0,0.0,0.468384074941452,0.0,0.23752969121140144,1.36986301369863,0.0,0.6872852233676976,0.0,0.0,0.0,1.6666666666666667,1.3157894736842104,0.0,1.2048192771084338,0.0,1.7094017094017095
60,61,1.6713091922005572,1.7266187050359711,0.0,1.282051282051282,0.4608294930875576,0.91324200913242,0.7109004739336493,1.3574660633484164,0.0,0.6872852233676976,0.0,1.1299435028248588,0.0,0.0,0.0,0.29985007496251875,0.0,2.5806451612903225,0.0
61,62,1.1134307585247043,2.292263610315186,0.0,1.2903225806451613,1.3793103448275863,1.8475750577367205,0.9389671361502347,2.262443438914027,0.8620689655172413,0.0,1.3888888888888888,0.0,0.0,0.0,1.3333333333333335,0.0,2.3529411764705883,0.0,0.0
62,63,0.690846286701209,0.2824858757062147,0.8849557522123894,1.2658227848101267,0.4524886877828055,0.46511627906976744,0.6960556844547563,0.45351473922902497,0.0,0.684931506849315,0.0,0.0,0.9569377990430622,0.0,0.0,0.0,2.380952380952381,1.282051282051282,0.0
63,64,0.5436629289840299,0.0,0.8733624454148471,0.0,0.4405286343612335,0.9216589861751152,0.6928406466512702,1.8018018018018018,0.0,0.0,0.0,1.1049723756906076,0.0,0.0,0.0,0.0,0.0,2.6143790849673203,0.0
64,65,0.20134228187919465,0.0,0.851063829787234,1.2195121951219512,0.0,0.0,0.9205983889528193,0.4514672686230248,0.0,0.6688963210702341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6260162601626018
65,66,0.33322225924691773,0.0,0.0,1.2269938650306749,0.0,0.0,0.0,0.4484304932735426,0.0,1.3513513513513513,0.0,0.0,0.0,0.0,1.3157894736842104,0.0,0.0,1.3071895424836601,0.0
66,67,0.5292755540853458,0.5405405405405406,0.8403361344537815,0.0,1.7467248908296942,0.4514672686230248,0.6779661016949152,0.44150110375275936,0.0,0.6779661016949152,1.36986301369863,1.0869565217391304,0.0,0.0,0.0,0.2886002886002886,0.0,0.0,0.0
67,68,0.528052805280528,0.5390835579514826,2.553191489361702,0.0,0.0,0.4524886877828055,0.22522522522522523,0.43668122270742354,1.646090534979424,1.3559322033898304,1.3793103448275863,1.0869565217391304,0.0,0.0,0.0,0.0,3.5502958579881656,0.0,0.0
68,69,0.5270092226613966,0.2691790040376851,0.0,0.0,0.0,0.44943820224719105,0.672645739910314,0.8695652173913043,0.0,1.3651877133105803,0.0,1.0869565217391304,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,70,0.7191892775416803,0.0,1.7316017316017316,1.2422360248447204,1.3071895424836601,0.4444444444444444,0.6703910614525139,0.0,0.0,1.3793103448275863,0.0,2.185792349726776,0.0,0.0,1.3513513513513513,0.0,0.0,0.0,0.0
70,71,1.2325656827765163,1.3440860215053763,0.8695652173913043,1.2658227848101267,0.87527352297593,0.8888888888888888,1.1185682326621924,0.851063829787234,0.0,0.6944444444444444,1.36986301369863,0.0,0.0,0.0,1.3605442176870748,0.28169014084507044,1.183431952662722,0.0,1.5037593984962405
71,72,1.5508885298869144,1.0810810810810811,1.7316017316017316,5.161290322580645,0.8583690987124464,0.0,1.3437849944008957,1.2711864406779663,0.819672131147541,0.6944444444444444,0.0,2.185792349726776,1.8181818181818181,1.5037593984962405,0.0,0.0,0.0,0.0,0.0
72,73,1.7464424320827943,2.165087956698241,0.8695652173913043,0.0,0.4166666666666667,1.312910284463895,0.4484304932735426,1.2738853503184715,1.6736401673640167,0.0,0.0,0.0,0.91324200913242,0.0,0.0,0.0,0.0,1.183431952662722,0.0
73,74,1.3526570048309179,0.8075370121130552,0.8695652173913043,1.257861635220126,0.819672131147541,0.437636761487965,1.124859392575928,1.7057569296375266,0.0,0.0,1.3513513513513513,1.098901098901099,0.9174311926605505,0.0,0.0,0.8379888268156425,0.0,1.1764705882352942,0.0
74,75,0.6341154090044389,0.8,0.0,2.547770700636943,0.8064516129032258,0.0,0.2242152466367713,1.7094017094017095,0.0,1.3513513513513513,1.3605442176870748,0.0,0.91324200913242,0.0,0.0,0.0,2.2222222222222223,0.0,0.0
75,76,0.37243947858473,0.0,0.0,0.0,2.0080321285140563,0.4273504273504274,0.0,1.284796573875803,0.0,0.0,0.0,1.0471204188481675,0.0,1.4705882352941175,0.0,0.0,0.0,0.0,0.0
76,77,0.3051571559353067,0.26109660574412535,0.8333333333333334,1.257861635220126,0.4016064257028112,0.8456659619450317,0.6688963210702341,0.42194092827004215,0.8163265306122449,0.0,0.0,0.0,0.8928571428571428,0.0,0.0,0.0,1.098901098901099,0.0,0.0
77,78,0.3617726861621947,0.7802340702210664,0.0,0.0,0.0,0.42194092827004215,0.4464285714285714,0.0,0.823045267489712,0.6734006734006733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,79,1.0143198090692125,0.516795865633075,0.0,3.7037037037037033,0.7936507936507936,0.8421052631578947,0.4454342984409799,0.8298755186721992,0.0,1.3651877133105803,1.3605442176870748,1.9607843137254901,0.8620689655172413,1.4388489208633095,1.3513513513513513,0.0,3.278688524590164,0.0,0.0
79,80,0.8281573498964804,0.25477707006369427,0.8298755186721992,0.0,0.3929273084479371,0.0,0.4439511653718091,0.8281573498964804,0.0,0.0,1.36986301369863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,81,0.6440281030444965,0.25125628140703515,0.0,0.0,1.1695906432748537,0.0,0.2205071664829107,1.6528925619834711,0.0,0.6920415224913495,1.3793103448275863,0.9615384615384616,0.847457627118644,0.0,0.0,0.0,0.0,0.0,0.0
81,82,0.7547169811320755,1.0037641154328731,0.0,0.0,0.7766990291262136,0.4098360655737705,0.0,1.2448132780082988,0.823045267489712,1.3888888888888888,0.0,0.0,0.0,1.4184397163120568,0.0,0.0,1.092896174863388,0.0,1.2738853503184715
82,83,0.8099508244142319,1.0101010101010102,0.8064516129032258,1.2345679012345678,1.1583011583011582,1.2371134020618557,1.0940919037199124,1.6563146997929608,0.0,0.6944444444444444,1.3513513513513513,0.9478672985781991,0.8403361344537815,2.877697841726619,1.3071895424836601,0.0,0.0,0.0,0.0
83,84,1.674364896073903,2.0227560050568902,0.8,1.2422360248447204,0.7677543186180422,0.4140786749482402,0.6593406593406593,2.0618556701030926,0.0,1.4035087719298245,0.0,1.8867924528301887,0.0,0.0,1.3071895424836601,0.0,0.0,0.0,0.0
84,85,2.0731356176216527,2.5445292620865136,2.4096385542168677,1.25,0.7561436672967864,1.2320328542094456,0.881057268722467,2.083333333333333,0.7936507936507936,0.7067137809187279,0.0,0.0,0.8163265306122449,1.4492753623188406,0.0,0.0,1.0810810810810811,0.0,0.0
85,86,1.204473759678807,1.0217113665389528,0.0,1.2422360248447204,0.37523452157598497,2.0491803278688523,0.881057268722467,1.2448132780082988,0.0,0.0,0.0,0.0,0.0,0.0,1.2987012987012987,0.2518891687657431,0.0,0.0,0.0
86,87,0.6825938566552902,1.0139416983523446,0.7604562737642585,0.0,1.1131725417439702,0.8163265306122449,1.3186813186813187,2.898550724637681,0.8,0.0,0.0,0.0,0.0,2.8368794326241136,1.2987012987012987,0.0,0.0,1.1904761904761905,0.0
87,88,0.44981726173741915,0.7566204287515763,0.7407407407407408,1.2422360248447204,0.7299270072992701,1.2048192771084338,0.6557377049180327,0.0,0.0,0.7067137809187279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,89,0.1666203832268814,0.0,0.0,0.0,0.0,0.0,0.0,0.4032258064516129,0.0,0.0,0.0,0.0,0.0,1.3986013986013985,0.0,0.0,1.0471204188481675,0.0,2.5806451612903225
89,90,0.441257584114727,1.25,0.0,2.4691358024691357,0.35398230088495575,0.3929273084479371,0.4273504273504274,0.398406374501992,0.0,0.0,0.0,0.8733624454148471,0.7782101167315175,0.0,0.0,0.24509803921568626,0.0,0.0,0.0
90,91,0.990916597853014,0.4987531172069825,1.3986013986013985,0.0,1.7761989342806392,0.0,0.6335797254487857,0.3913894324853229,0.7604562737642585,0.0,0.0,0.0,0.0,1.4184397163120568,0.0,0.0,0.0,1.1299435028248588,5.47945205479452
91,92,0.3284072249589491,0.24813895781637718,0.6944444444444444,2.4390243902439024,0.35842293906810035,0.3868471953578337,0.4153686396677051,0.38022813688212925,0.0,0.684931506849315,0.0,0.0,0.0,0.0,1.2987012987012987,0.0,0.0,0.0,0.0
92,93,0.7606628633523499,0.7444168734491315,0.684931506849315,1.2345679012345678,1.4414414414414414,0.38461538461538464,0.6179196704428425,1.1299435028248588,0.7518796992481203,0.0,0.0,0.8658008658008658,0.0,0.0,0.0,0.0,0.0,1.1173184357541899,0.0
93,94,0.8110300081103,0.49627791563275436,0.0,1.25,0.35842293906810035,0.0,0.0,0.7462686567164178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4807692307692308,0.9900990099009901,1.1173184357541899,0.0
94,95,0.967221923696937,2.2388059701492535,0.0,0.0,0.0,0.37735849056603776,0.6097560975609756,1.4760147601476015,0.0,0.6535947712418301,0.0,0.0,1.5384615384615385,0.0,1.2903225806451613,0.0,0.0,0.0,0.0
95,96,1.968608672519287,1.9801980198019802,0.6688963210702341,3.821656050955414,0.6993006993006993,1.5037593984962405,0.40404040404040403,1.098901098901099,0.7604562737642585,0.6514657980456027,2.312138728323699,0.0,1.5686274509803921,1.3071895424836601,0.0,0.9422850412249705,0.9950248756218906,1.1049723756906076,0.0
96,97,1.8367882445552346,0.975609756097561,1.3201320132013201,0.0,1.7211703958691909,1.1320754716981132,1.0090817356205852,1.4545454545454546,0.7547169811320755,0.0,0.0,0.0,0.796812749003984,0.0,0.0,0.23228803716608595,1.9900497512437811,0.0,1.342281879194631
97,98,0.8767405879319237,2.18978102189781,0.6535947712418301,1.282051282051282,1.0101010101010102,1.1278195488721803,1.0080645161290323,0.36363636363636365,0.0,0.0,1.1111111111111112,0.0,0.0,1.257861635220126,0.0,0.23014959723820483,2.0202020202020203,0.0,0.0
98,99,0.9644670050761422,0.2442002442002442,0.6472491909385114,1.25,0.9884678747940692,0.74487895716946,0.3988035892323031,0.0,0.0,0.0,1.098901098901099,0.8368200836820083,0.7843137254901961,1.25,0.0,0.0,1.0204081632653061,1.092896174863388,0.0
99,100,0.6508135168961202,0.48661800486618007,0.6430868167202572,1.257861635220126,0.0,0.7366482504604052,0.791295746785361,0.3508771929824561,0.7092198581560284,0.0,0.0,0.0,0.78125,0.0,1.1627906976744187,0.0,0.0,1.1049723756906076,0.0
100,101,0.5421389847215378,1.2077294685990339,0.641025641025641,0.0,0.0,0.36363636363636365,0.0,0.0,0.0,1.2461059190031152,1.0752688172043012,0.0,0.0,0.0,0.0,0.0,0.975609756097561,1.0810810810810811,0.0
101,102,0.5355404089581305,1.2091898428053205,0.0,0.0,0.3215434083601286,0.7207207207207207,0.3913894324853229,0.3418803418803419,0.0,0.628930817610063,0.0,0.8,0.0,0.0,0.0,0.0,0.0,1.0638297872340425,1.2195121951219512
102,103,1.1608222490931077,0.24067388688327318,0.6329113924050633,1.25,0.3205128205128205,0.7079646017699115,0.7804878048780488,0.3401360544217687,0.0,0.0,0.0,0.0,0.7662835249042145,0.0,0.0,0.0,0.0,0.0,0.0
103,104,0.33589251439539347,0.713436385255648,0.6269592476489028,0.0,0.31695721077654515,0.3454231433506045,0.38910505836575876,0.33783783783783783,0.0,0.0,1.0810810810810811,0.7874015748031495,0.0,0.0,2.3529411764705883,0.0,0.966183574879227,0.0,1.183431952662722
104,105,0.33246259795772976,1.1890606420927468,0.6116207951070336,0.0,1.2598425196850394,1.0273972602739725,0.5830903790087464,0.33613445378151263,0.0,0.6309148264984227,0.0,0.7662835249042145,0.0,0.0,0.0,0.22026431718061676,1.932367149758454,0.0,0.0
105,106,0.8484562809333018,0.4750593824228029,0.5970149253731344,1.257861635220126,0.0,0.3418803418803419,0.3864734299516908,0.6700167504187605,0.0,0.0,0.0,3.0534351145038165,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,107,1.0326214503637643,0.9467455621301776,0.591715976331361,1.2658227848101267,0.0,1.0204081632653061,0.9596928982725527,0.33277870216306155,0.6825938566552902,0.0,1.0810810810810811,0.7782101167315175,0.0,0.0,0.0,0.21482277121374865,0.9569377990430622,0.0,1.2048192771084338
107,108,1.2064965197215778,2.5851938895417157,0.0,0.0,0.9302325581395349,1.0118043844856661,0.5703422053231939,0.6600660066006601,0.0,0.0,0.0,0.0,0.0,1.1428571428571428,1.1235955056179776,0.20942408376963353,0.966183574879227,0.0,0.0
108,109,1.517939282428703,1.1587485515643106,0.0,0.0,1.2403100775193798,0.9983361064891847,0.9345794392523363,1.6611295681063125,0.0,0.0,0.0,0.0,0.7042253521126761,0.0,0.0,0.4136504653567736,0.0,0.0,1.1976047904191618
109,110,1.471264367816092,0.9111617312072893,0.0,2.4691358024691357,0.6153846153846154,1.6420361247947455,0.916590284142988,1.3445378151260505,1.3157894736842104,0.0,0.0,0.7692307692307693,0.0,0.0,0.0,0.6166495375128468,0.0,2.051282051282051,0.0
110,111,0.7759014148790506,0.6749156355455568,0.5698005698005698,0.0,0.6051437216338881,1.6420361247947455,0.7259528130671506,1.0050251256281406,0.6557377049180327,0.5882352941176471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2222222222222223
111,112,0.44984255510571297,0.0,1.1363636363636365,0.0,0.8941877794336811,0.9819967266775778,0.5424954792043399,0.333889816360601,0.0,0.0,0.9478672985781991,0.0,0.0,1.098901098901099,1.0869565217391304,0.0,0.0,0.0,0.0
